"Country" "Year" "Child_mortality" "Fertility" "GDPPPP_percapita" "Gini" "Life_exp" "Population" "Population_density" "Population_over_60" "Urban_population"
"1430" "Serbia" "1995" 1.96 1.89 7750 33.7 70.6 9.88 104 19.1 51.7
"1431" "Seychelles" "1995" 1.43 2.35 15500 42.2 71 0.0767 164 10.2 49.6
"1432" "Sierra Leone" "1995" 25.5 6.61 1110 41 50.6 4.3 60.3 5.74 34.4
"1433" "Singapore" "1995" 0.504 1.67 48900 44.3 77.1 3.53 5190 9.06 100
"1434" "Slovak Republic" "1995" 1.19 1.63 13300 24.6 72.7 5.38 109 15 56.5
"1435" "Slovenia" "1995" 0.744 1.27 21500 26.5 75.1 1.99 98.9 17.5 50.6
"1436" "Solomon Islands" "1995" 3.36 5.2 2980 46.8 56.6 0.359 13 4.88 14.7
"1437" "Somalia" "1995" 17.2 7.65 794 36.3 50.3 7.49 11.5 4.31 31.4
"1438" "South Africa" "1995" 6.02 3.11 10400 60.2 62.9 41.4 36 5.87 54.5
"1439" "South Korea" "1995" 1.04 1.62 18100 32.9 74.3 45.3 459 9.03 78.2
"1440" "South Sudan" "1995" 22.4 6.55 2520 47.6 55.8 5.12 9.4 4.19 15.9
"1441" "Spain" "1995" 0.69 1.21 29000 36.6 78.1 39.8 79.3 20.7 75.9
"1442" "Sri Lanka" "1995" 2 2.29 4790 35.4 70.9 18.2 290 9.56 18.5
"1443" "St. Lucia" "1995" 1.98 2.89 12400 42.6 71.4 0.147 247 8.58 28.8
"1444" "St. Vincent and the Grenadines" "1995" 2.23 2.7 7570 39.1 70.5 0.108 293 9.21 43.4
"1445" "Sudan" "1995" 12 5.83 3350 35.9 61.3 24.1 13.2 3.99 32.2
"1446" "Suriname" "1995" 4.1 3.01 12700 56.6 70.9 0.442 2.79 5.99 66.1
"1447" "Sweden" "1995" 0.483 1.73 34200 25.2 79.1 8.84 21.5 22.2 83.8
"1448" "Switzerland" "1995" 0.639 1.52 54100 33.7 78.9 7 176 19.5 73.7
"1449" "Syria" "1995" 2.96 4.51 11500 35.2 69.8 14.3 77.9 4.92 50.1
"1450" "Tajikistan" "1995" 11.2 4.59 1430 34 64.6 5.76 41.3 5.46 28.9
"1451" "Tanzania" "1995" 15.7 5.88 1290 36.2 52.9 29.6 34.5 4.27 20.5
"1452" "Thailand" "1995" 2.83 1.87 10000 43.2 70.7 59.5 116 7.83 30.3
"1453" "Timor-Leste" "1995" 13.9 6.38 2870 36.8 62.6 0.844 55.1 4.26 22.5
"1454" "Togo" "1995" 13.5 5.76 1600 46.9 57.5 4.23 78.7 4.6 30.7
"1455" "Tonga" "1995" 1.9 4.45 4650 37.8 71.6 0.096 154 7.55 22.9
"1456" "Trinidad and Tobago" "1995" 2.9 1.96 11900 40.3 69.8 1.25 255 7.44 55
"1457" "Tunisia" "1995" 4.28 2.61 6330 41.7 73 9.13 59.8 7.24 61.5
"1458" "Turkey" "1995" 5.45 2.76 13600 41.3 70.8 58.5 77.1 7.5 62.1
"1459" "Turkmenistan" "1995" 8.55 3.51 3990 36.4 64.6 4.21 8.99 6.01 44.8
"1460" "Uganda" "1995" 16.7 7.02 1090 39.6 48 20.4 104 3.92 12.8
"1461" "Ukraine" "1995" 2.03 1.41 7910 39.3 67 50.9 88.1 18.5 67
"1462" "United Arab Emirates" "1995" 1.32 3.42 56200 32.6 68.8 2.42 34.3 1.67 78.3
"1463" "United Kingdom" "1995" 0.719 1.76 33400 36.3 76.8 57.9 239 20.6 78.4
"1464" "United States" "1995" 0.946 1.98 43000 39.9 76.1 265 29 16.5 77.3
"1465" "Uruguay" "1995" 2.05 2.4 12900 40.9 73.7 3.22 18.5 17 90.5
"1466" "Uzbekistan" "1995" 7.06 3.53 2660 42.4 65.7 22.8 54.1 6.66 43.7
"1467" "Vanuatu" "1995" 3.05 4.73 2920 37.8 63.3 0.168 14 5.33 20.2
"1468" "Venezuela" "1995" 2.62 3.08 16800 47.2 72.6 21.9 24.1 6.51 86
"1469" "Vietnam" "1995" 3.91 2.71 2250 35.5 70.8 74.9 235 8.31 22.2
"1470" "Yemen" "1995" 11.2 7.53 4440 36 61.1 14.9 30.5 4.24 23.8
"1471" "Zambia" "1995" 18.1 6.19 1910 49.7 46.8 9.1 11.7 3.8 37.1
"1472" "Zimbabwe" "1995" 10.1 4.43 4040 37.7 54.2 11.4 28.4 4.81 31.7
"1473" "Afghanistan" "2000" 12.9 7.49 584 37.7 54.7 20.8 30.1 3.77 22.1
"1474" "Albania" "2000" 2.59 2.16 5890 30.1 75.4 3.13 116 11.4 41.7
"1475" "Algeria" "2000" 3.97 2.51 8710 32.7 71 31 12.9 6.34 59.9
"1476" "Angola" "2000" 20.6 6.64 2340 52 52.8 16.4 13.2 4.16 50.1
"1477" "Antigua and Barbuda" "2000" 1.58 2.32 18300 37.4 74.8 0.076 171 9.69 32.1
"1478" "Argentina" "2000" 1.96 2.56 18600 51.1 74.2 36.9 13.3 13.4 89.1
"1479" "Armenia" "2000" 3.08 1.3 4050 35.8 72.4 3.07 111 13.6 64.7
"1480" "Australia" "2000" 0.619 1.76 38200 33.3 79.7 19 2.48 16.5 84.2
"1481" "Austria" "2000" 0.55 1.37 46500 28.8 78.5 8.07 97.1 20.6 60.2
"1482" "Azerbaijan" "2000" 7.5 2.03 4000 36.1 66.5 8.12 99.1 8.88 51.4
"1483" "Bahamas" "2000" 1.57 2.07 40600 44 71.3 0.298 60.7 7.58 82
"1484" "Bahrain" "2000" 1.25 2.77 49400 35.4 71.7 0.665 909 3.88 88.4
"1485" "Bangladesh" "2000" 8.73 3.12 1940 33.4 65.5 128 992 5.76 23.6
"1486" "Barbados" "2000" 1.52 1.74 15100 45.2 74.7 0.272 615 14.7 33.8
"1487" "Belarus" "2000" 1.28 1.24 8050 31.2 69 9.87 50.5 19.5 70
"1488" "Belgium" "2000" 0.581 1.63 43000 33.1 78 10.3 339 21.9 97.1
"1489" "Belize" "2000" 2.36 3.6 6600 53 70 0.247 10.5 5.66 45.4
"1490" "Benin" "2000" 13.9 5.96 2480 38.7 57.4 6.87 62.1 5.01 38.3
"1491" "Bhutan" "2000" 7.77 3.6 4060 41.3 65.7 0.591 15.3 6.39 25.4
"1492" "Bolivia" "2000" 7.53 4.06 5420 61.6 66.5 8.42 7.93 7.42 61.8
"1493" "Bosnia and Herzegovina" "2000" 0.984 1.5 7610 30 75.5 3.75 81.6 16.7 42.4
"1494" "Botswana" "2000" 8.69 3.39 10600 63.8 45.5 1.64 3.05 4.96 53.2
"1495" "Brazil" "2000" 3.48 2.3 11600 58.7 71.2 175 21 8.21 81.2
"1496" "Brunei" "2000" 1.03 2.22 69000 34.8 72.5 0.333 57.9 4.48 71.2
"1497" "Bulgaria" "2000" 1.75 1.18 10500 31 70.2 8 74.7 22.4 68.9
"1498" "Burkina Faso" "2000" 17.9 6.59 1300 47.1 52.5 11.6 43.4 4.64 17.8
"1499" "Burundi" "2000" 15.6 7.01 828 39.9 44.7 6.38 243 3.89 8.25
"1500" "Cambodia" "2000" 10.7 3.81 1930 41.8 60.4 12.2 66.9 4.73 18.6
"1501" "Cameroon" "2000" 14.9 5.58 2860 42.6 54.5 15.5 32.4 5.07 45.5
"1502" "Canada" "2000" 0.621 1.52 37200 33.3 79.4 30.6 3.37 16.6 79.5
"1503" "Cape Verde" "2000" 3.56 3.76 4070 52.7 70.3 0.428 114 6.45 53.4
"1504" "Central African Republic" "2000" 17.2 5.5 1040 58.7 43.8 3.64 6.03 3.39 37.6
"1505" "Chad" "2000" 18.6 7.35 897 39.4 52.3 8.36 6.56 4.29 21.6
"1506" "Chile" "2000" 1.09 2.11 15600 52.8 76.9 15.3 20.4 11.2 86.1
"1507" "China" "2000" 3.68 1.5 3450 39.8 71.3 1290 132 10.1 35.9
"1508" "Colombia" "2000" 2.5 2.39 9040 58.7 74.2 39.6 34.9 6.78 74
"1509" "Comoros" "2000" 10.2 5.32 2830 50.8 61.4 0.542 288 5.81 28.1
"1510" "Congo, Dem. Rep." "2000" 16.1 6.96 752 42.2 53.9 47.1 21.4 4.8 35.1
"1511" "Congo, Rep." "2000" 11.4 5.1 4400 46.7 53 3.13 9.18 4.65 58.7
"1512" "Costa Rica" "2000" 1.3 2.37 12600 47.5 77.9 3.96 77.9 8.49 59.1
"1513" "Cote d'Ivoire" "2000" 14.5 5.71 2740 40.1 51.1 16.5 52.8 4.01 43.2
"1514" "Croatia" "2000" 0.831 1.44 18400 31.3 74.7 4.43 81.4 21.6 53.4
"1515" "Cuba" "2000" 0.855 1.62 4660 42.4 77 11.1 104 13.9 75.3
"1516" "Cyprus" "2000" 0.662 1.72 32900 29.9 76.7 0.943 103 13.7 68.6
"1517" "Czech Republic" "2000" 0.546 1.12 25000 26.3 75.2 10.3 133 18.3 74
"1518" "Denmark" "2000" 0.55 1.77 48900 23.8 77.2 5.34 126 19.8 85.1
"1519" "Djibouti" "2000" 10.1 4.48 2520 39.8 60.4 0.718 32 5.12 76.5
"1520" "Dominican Republic" "2000" 4.09 2.89 9320 51.5 73.7 8.47 177 7.03 61.8
"1521" "Ecuador" "2000" 2.9 3.03 8180 56.4 74.5 12.7 50.8 7.02 60.3
"1522" "Egypt" "2000" 4.68 3.23 7750 32.6 68.5 68.8 71.7 6.46 42.8
"1523" "El Salvador" "2000" 3.29 3.02 6580 51.5 73.1 5.89 288 7.11 58.9
"1524" "Equatorial Guinea" "2000" 15.7 5.83 11700 38.2 57.6 0.606 24.4 4.89 49.1
"1525" "Estonia" "2000" 1.09 1.32 17800 35.8 71 1.4 32.1 21 69.4
"1526" "Eswatini" "2000" 12.6 4.19 5580 53.1 48.3 1.01 59.4 3.8 22.7
"1527" "Ethiopia" "2000" 14.2 6.53 728 29.9 51.1 66.2 67 4.25 14.7
"1528" "Fiji" "2000" 2.27 3.09 9580 38.4 65.8 0.811 45.6 5.35 47.9
"1529" "Finland" "2000" 0.427 1.73 39900 27.2 78 5.19 17.1 19.9 82.2
"1530" "France" "2000" 0.537 1.82 39700 31.1 79.2 59 106 20.7 75.9
"1531" "Gabon" "2000" 8.47 4.54 16600 45.5 59.6 1.23 4.94 7 78.9
"1532" "Gambia" "2000" 11.5 5.95 2270 48 61.6 1.32 142 5.11 47.9
"1533" "Georgia" "2000" 3.68 1.61 4920 40.5 70.7 4.36 61.4 17.8 52.6
"1534" "Germany" "2000" 0.536 1.35 42900 28.8 78.4 81.4 234 23.3 75
"1535" "Ghana" "2000" 9.95 4.83 2810 40.8 59.6 19.3 86.4 4.94 43.9
"1536" "Greece" "2000" 0.641 1.32 29100 34.2 78.4 11.1 84.4 22.4 72.7
"1537" "Grenada" "2000" 1.56 2.58 11600 38.3 72 0.103 316 11.5 35.7
"1538" "Guatemala" "2000" 5.17 4.6 6500 54.2 66.7 11.7 110 5.47 45.3
"1539" "Guinea" "2000" 16.6 6.08 1710 43.8 54.3 8.24 33.9 6.02 30.9
"1540" "Guinea-Bissau" "2000" 17.5 5.82 1720 37.2 51.5 1.2 43.8 5.14 36.2
"1541" "Guyana" "2000" 4.66 3.02 7780 45.2 64 0.747 3.86 5.69 28.7
"1542" "Haiti" "2000" 10.3 4.3 2940 59.7 57.4 8.46 303 5.85 35.6
"1543" "Honduras" "2000" 3.71 4.06 4110 55.4 70.1 6.57 61 4.53 45.5
"1544" "Hong Kong, China" "2000" 0.415 0.98 36300 52.7 80.4 6.61 6120 15 100
"1545" "Hungary" "2000" 1.02 1.31 19400 27.2 71.9 10.2 113 20.2 64.6
"1546" "Iceland" "2000" 0.405 2.01 41500 26.6 80.3 0.28 2.81 15 92.4
"1547" "India" "2000" 9.16 3.31 2580 33.4 62.9 1060 356 6.9 27.7
"1548" "Indonesia" "2000" 5.24 2.51 5690 28.6 67.2 212 112 7.86 42
"1549" "Iran" "2000" 3.43 2.21 10100 44 71.9 65.6 40.2 6.27 64
"1550" "Iraq" "2000" 4.43 4.89 4240 28.6 68.6 23.5 56.7 4.83 68.5
"1551" "Ireland" "2000" 0.715 1.95 48000 33 76.8 3.78 55.1 15.1 59.2
"1552" "Israel" "2000" 0.689 2.92 29900 38.7 78.9 5.95 283 13.2 91.2
"1553" "Italy" "2000" 0.556 1.25 43100 35.3 79.6 56.7 192 24.3 67.2
"1554" "Jamaica" "2000" 2.23 2.58 9350 45.5 74.6 2.65 241 7.99 51.8
"1555" "Japan" "2000" 0.45 1.32 36300 33.6 81.6 128 337 23.9 78.6
"1556" "Jordan" "2000" 2.7 4.03 8740 36.7 72.9 5.12 56.9 4.44 78.3
"1557" "Kazakhstan" "2000" 4.28 1.92 10300 35.8 64.7 14.9 5.64 10.7 56.1
"1558" "Kenya" "2000" 10.6 5.18 3190 45.5 54.8 32 53.1 3.4 19.9
"1559" "Kiribati" "2000" 7.14 4.06 2180 36.9 56.4 0.0844 122 5.07 43
"1560" "Kuwait" "2000" 1.23 2.85 55000 35.2 78.1 2.05 109 2.73 99
"1561" "Kyrgyz Republic" "2000" 4.95 2.66 3080 31 67.2 4.92 25.7 7.69 35.3
"1562" "Lao" "2000" 10.7 4.31 2860 33.5 58.4 5.32 23.5 5.35 22
"1563" "Latvia" "2000" 1.42 1.18 13000 34.2 70.7 2.38 38.4 21.3 68.1
"1564" "Lebanon" "2000" 1.99 2.23 14400 34.3 74.8 3.84 422 7.58 86
"1565" "Lesotho" "2000" 11.8 4.09 1690 54.3 48.5 2.03 65.8 6.68 19.5
"1566" "Liberia" "2000" 18.7 5.88 1750 36.8 54.8 2.85 30.1 5.35 44.3
"1567" "Libya" "2000" 2.81 2.86 16700 37.5 74.9 5.36 3.08 5.64 76.4
"1568" "Lithuania" "2000" 1.07 1.34 13800 31.7 72.2 3.5 57.5 19.3 67
"1569" "Luxembourg" "2000" 0.48 1.7 99300 30.4 78 0.436 168 18.7 84.2
"1570" "Madagascar" "2000" 10.7 5.55 1610 42.8 59.5 15.8 27.9 4.31 27.1
"1571" "Malawi" "2000" 17.3 6.15 1130 53.1 45.9 11.1 119 5.37 14.6
"1572" "Malaysia" "2000" 1.02 2.78 15900 47.8 73 23.2 69.8 6.44 62
"1573" "Maldives" "2000" 3.92 2.94 13400 41.4 72.2 0.279 942 6.04 27.7
"1574" "Mali" "2000" 18.8 6.9 1630 41.2 53.3 10.9 9.21 4.89 28.4
"1575" "Malta" "2000" 0.759 1.67 27500 28.1 78.8 0.394 1270 17.2 92.4
"1576" "Mauritania" "2000" 11.4 5.45 4270 39 63.6 2.63 2.62 4.77 38.1
"1577" "Mauritius" "2000" 1.86 1.99 11900 34.4 72.3 1.19 599 8.97 42.7
"1578" "Mexico" "2000" 2.64 2.72 17800 52.6 74.2 98.9 50 7.27 74.7
"1579" "Micronesia, Fed. Sts." "2000" 5.35 4.3 3430 42.5 62.6 0.107 160 5.25 22.3
"1580" "Moldova" "2000" 3.13 1.44 5070 36.4 68.9 4.2 129 14.9 44.6
"1581" "Mongolia" "2000" 6.37 2.14 3410 31.6 61 2.4 1.57 5.27 57.1
"1582" "Montenegro" "2000" 1.42 1.88 12400 30.4 73.7 0.614 45.9 16.1 58.5
"1583" "Morocco" "2000" 4.94 2.78 4370 40.6 69.5 28.8 64 6.58 53.3
"1584" "Mozambique" "2000" 17.1 5.82 631 49.1 52.2 17.7 22.6 4.53 29.1
"1585" "Myanmar" "2000" 8.91 2.91 949 38.1 58.9 46.7 69.7 7.38 27
"1586" "Namibia" "2000" 7.71 4.02 6810 65.6 53.9 1.79 2.21 4.77 32.4
"1587" "Nepal" "2000" 8.11 4.03 2080 40.3 65.4 23.9 167 5.88 13.4
"1588" "Netherlands" "2000" 0.619 1.72 47400 28.4 78.3 15.9 472 18.2 76.8
"1589" "New Zealand" "2000" 0.739 1.98 32800 33.5 78.4 3.86 14.6 15.7 86
"1590" "Nicaragua" "2000" 3.66 3.08 3970 53.4 73.7 5.07 42.6 4.88 55.2
"1591" "Niger" "2000" 22.6 7.68 933 43.1 51.9 11.3 9.18 3.77 16.2
"1592" "Nigeria" "2000" 18.5 6.11 2490 44.8 54.6 122 135 5.02 34.8
"1593" "North Korea" "2000" 6 1.99 1930 41.8 63.9 22.9 194 10.9 59.4
"1594" "North Macedonia" "2000" 1.58 1.72 10200 34.3 71.5 2.03 81.8 14.1 58.5
"1595" "Norway" "2000" 0.485 1.85 57100 27.4 78.9 4.5 14.8 19.3 76
"1596" "Oman" "2000" 1.65 3.72 38600 36.1 69.1 2.27 7.57 3.87 71.6
"1597" "Pakistan" "2000" 11.2 4.58 3250 31.3 61 142 200 5.39 33
"1598" "Palestine" "2000" 3.01 5.38 4500 34 70.2 3.22 522 3.63 72
"1599" "Panama" "2000" 2.59 2.74 14500 56.6 78 3.03 40.5 7.52 62.2
"1600" "Papua New Guinea" "2000" 7.24 4.53 2870 44.5 63.1 5.85 12.2 3.96 13.2
"1601" "Paraguay" "2000" 3.38 3.55 8530 54.6 75.6 5.32 12.7 6.22 55.3
"1602" "Peru" "2000" 3.86 2.93 6420 49.1 74.6 26.5 20.8 7.01 73
"1603" "Philippines" "2000" 3.78 3.81 4450 47.6 70.3 78 260 5.83 46.1
"1604" "Poland" "2000" 0.931 1.35 16300 33 73.9 38.6 126 16.6 61.7
"1605" "Portugal" "2000" 0.72 1.46 30400 37.9 76.8 10.3 112 21.7 54.4
"1606" "Qatar" "2000" 1.24 3.24 86600 34.3 71.2 0.592 55.8 2.35 96.3
"1607" "Romania" "2000" 2.19 1.31 12100 29.3 71.2 22.1 95.3 18.8 53
"1608" "Russia" "2000" 1.93 1.2 14600 37.1 65.6 146 8.97 18.4 73.3
"1609" "Rwanda" "2000" 18.3 5.64 868 48.5 50.5 7.93 335 3.59 14.9
"1610" "Samoa" "2000" 2.11 4.5 4810 40.7 68.5 0.174 65 6.39 22
"1611" "Sao Tome and Principe" "2000" 8.46 5.28 2560 32.1 65 0.142 150 6.22 53.4
"1612" "Saudi Arabia" "2000" 2.22 3.97 27800 36.6 70.4 20.7 10 3.88 79.8
"1613" "Senegal" "2000" 13.1 5.47 2600 41.3 60.6 9.8 50.4 5.16 40.3
"1614" "Serbia" "2000" 1.27 1.77 8900 32.1 71.4 9.49 103 21.3 52.8
"1615" "Seychelles" "2000" 1.37 2.15 19000 42.8 72.2 0.081 175 8.87 50.4
"1616" "Sierra Leone" "2000" 23.4 6.32 1060 40.6 51.6 4.58 63.9 5.43 35.6
"1617" "Singapore" "2000" 0.386 1.6 56100 41.4 79.4 4.03 5930 9.73 100
"1618" "Slovak Republic" "2000" 0.978 1.27 15700 26.7 73.7 5.4 110 15.3 56.2
"1619" "Slovenia" "2000" 0.551 1.21 26300 25.6 76.3 1.99 98.5 19.1 50.8
"1620" "Solomon Islands" "2000" 3.04 4.72 2250 46.8 57 0.413 14.9 5.04 15.8
"1621" "Somalia" "2000" 17.2 7.62 780 36.4 51.4 8.87 13.9 4.2 33.2
"1622" "South Africa" "2000" 7.39 2.83 11000 57.8 55.6 45 38.3 6.11 56.9
"1623" "South Korea" "2000" 0.748 1.35 23000 31.4 76.3 47.4 473 11 79.6
"1624" "South Sudan" "2000" 18.3 6.22 3170 47.1 57 6.2 10.8 4.04 16.5
"1625" "Spain" "2000" 0.544 1.23 34800 34.3 79.5 40.8 81.1 21.4 76.3
"1626" "Sri Lanka" "2000" 1.65 2.24 5950 38.8 71.5 18.8 299 10.2 18.4
"1627" "St. Lucia" "2000" 1.8 2.2 13000 44.5 73.4 0.157 259 9.65 27.8
"1628" "St. Vincent and the Grenadines" "2000" 2.26 2.38 8650 38.8 71.1 0.108 292 9.48 45.2
"1629" "Sudan" "2000" 10.4 5.47 3910 35.7 63.3 27.3 14.9 3.66 32.5
"1630" "Suriname" "2000" 3.44 2.86 13100 58.1 69.8 0.471 3.07 7.25 66.4
"1631" "Sweden" "2000" 0.41 1.56 40600 27.2 80 8.88 21.8 22.2 84
"1632" "Switzerland" "2000" 0.564 1.44 59400 33.4 80.3 7.14 180 20.2 73.4
"1633" "Syria" "2000" 2.35 4.04 8910 36.5 71.6 16.4 88.8 4.99 51.9
"1634" "Tajikistan" "2000" 8.39 3.91 1330 30.3 66.6 6.22 43.8 5.39 26.5
"1635" "Tanzania" "2000" 13 5.69 1410 37.3 53.4 33.5 38.9 4.32 22.3
"1636" "Thailand" "2000" 2.19 1.67 9810 42.8 71.8 63 123 9.51 31.4
"1637" "Timor-Leste" "2000" 10.8 7.11 2330 36.5 65.5 0.884 59.1 4.94 24.3
"1638" "Togo" "2000" 12 5.41 1700 44.4 56.4 4.92 92.1 4.51 32.9
"1639" "Tonga" "2000" 1.76 4.25 5030 37.7 70.7 0.098 158 7.96 23
"1640" "Trinidad and Tobago" "2000" 2.87 1.75 16900 40.6 70.5 1.27 260 7.81 55.9
"1641" "Tunisia" "2000" 3 2.14 7820 40.8 74.3 9.71 63.7 7.89 63.4
"1642" "Turkey" "2000" 3.79 2.5 15400 41.4 74.7 63.2 83.3 7.98 64.7
"1643" "Turkmenistan" "2000" 8.1 2.82 4620 44.3 66.3 4.52 9.72 6.28 45.9
"1644" "Uganda" "2000" 14.8 6.87 1260 43.7 49.6 23.7 120 3.33 14.8
"1645" "Ukraine" "2000" 1.84 1.15 7500 29 68 48.8 84.4 20.9 67.1
"1646" "United Arab Emirates" "2000" 1.12 2.64 71600 32.2 69.1 3.13 46.1 1.62 80.2
"1647" "United Kingdom" "2000" 0.654 1.68 38900 38.4 78 58.9 242 20.6 78.7
"1648" "United States" "2000" 0.845 2.05 50100 40.1 77 282 30.9 16.2 79.1
"1649" "Uruguay" "2000" 1.7 2.24 14500 42.9 74.8 3.32 19 17.6 92
"1650" "Uzbekistan" "2000" 6.29 2.74 2970 36.1 65.1 24.8 58.6 6.96 46.1
"1651" "Vanuatu" "2000" 2.88 4.37 3070 37.7 63.6 0.185 15.8 5.09 21.7
"1652" "Venezuela" "2000" 2.16 2.82 16300 47.5 74.2 24.2 26.7 7.04 87.6
"1653" "Vietnam" "2000" 2.99 2.01 2960 36.4 72.2 79.9 252 8.46 24.4
"1654" "Yemen" "2000" 9.49 6.31 4900 34.9 63.5 17.4 35.3 4.19 26.3
"1655" "Zambia" "2000" 16.2 6.04 1990 45.5 45.3 10.4 13.3 3.38 34.8
"1656" "Zimbabwe" "2000" 10.5 4.06 4350 41 47.5 11.9 30.6 4.44 33.8
"1657" "Afghanistan" "2005" 10.9 6.83 1290 37.7 57.6 25.7 37.6 3.75 22.7
"1658" "Albania" "2005" 1.92 1.75 8040 30.6 76.2 3.09 111 13.5 46.7
"1659" "Algeria" "2005" 3.35 2.5 10500 30.3 72.9 33.1 13.8 6.67 63.8
"1660" "Angola" "2005" 16.7 6.47 4310 46 56.4 19.4 15.6 4.16 56
"1661" "Antigua and Barbuda" "2005" 1.25 2.22 19700 37.2 75.9 0.0815 182 9.71 29.2
"1662" "Argentina" "2005" 1.65 2.45 19400 47.7 75.3 38.9 14 13.9 90
"1663" "Armenia" "2005" 2.39 1.4 7420 36 73 2.98 107 13.4 63.9
"1664" "Australia" "2005" 0.572 1.86 42200 33.6 81.2 20.2 2.63 17.5 84.6
"1665" "Austria" "2005" 0.49 1.41 49400 28.7 79.8 8.25 99.7 21.9 58.8
"1666" "Azerbaijan" "2005" 5.25 1.82 7110 26.6 67.3 8.54 105 8.2 52.4
"1667" "Bahamas" "2005" 1.49 1.86 40400 44 73.2 0.325 64.9 8.38 82.2
"1668" "Bahrain" "2005" 1.06 2.45 47500 35.5 72.7 0.889 1150 3.63 88.4
"1669" "Bangladesh" "2005" 6.61 2.61 2280 33.2 67.4 139 1080 6.2 26.8
"1670" "Barbados" "2005" 1.57 1.76 15800 44.5 75.2 0.276 627 15.1 32.8
"1671" "Belarus" "2005" 0.852 1.32 11900 27.6 68.8 9.56 49 18.9 72.4
"1672" "Belgium" "2005" 0.494 1.76 46300 29.3 79.3 10.5 347 21.9 97.4
"1673" "Belize" "2005" 2.09 3.07 7360 53 72.4 0.284 12.3 5.51 45.3
"1674" "Benin" "2005" 12.3 5.63 2580 39.7 58.8 7.98 72.3 4.96 40.5
"1675" "Bhutan" "2005" 5.79 2.84 5460 39.5 69 0.649 17.3 6.97 31
"1676" "Bolivia" "2005" 5.58 3.6 5750 58.5 69 9.23 8.66 7.25 64.2
"1677" "Bosnia and Herzegovina" "2005" 0.883 1.29 9350 33.7 75.3 3.77 80 17.9 44
"1678" "Botswana" "2005" 7.19 2.99 11600 62.9 49.9 1.8 3.34 4.8 55.9
"1679" "Brazil" "2005" 2.49 1.98 12600 56.3 72.8 186 22.3 9.06 82.8
"1680" "Brunei" "2005" 0.947 1.85 69800 34.7 73 0.365 63.6 4.91 73.2
"1681" "Bulgaria" "2005" 1.33 1.34 14800 33.3 71.1 7.69 72.1 23.3 70.6
"1682" "Burkina Faso" "2005" 15.3 6.27 1530 42 55.3 13.4 50.7 4.45 21.5
"1683" "Burundi" "2005" 12.5 6.69 799 34.4 50.3 7.36 285 3.8 9.38
"1684" "Cambodia" "2005" 6.53 3.23 2490 41.3 63.7 13.3 73.2 5.06 19.2
"1685" "Cameroon" "2005" 12.9 5.35 3150 42.6 55 17.7 37.1 4.82 48.5
"1686" "Canada" "2005" 0.605 1.57 42000 33.8 80.4 32.2 3.54 17.8 80.1
"1687" "Cape Verde" "2005" 2.63 3.13 4970 48.9 71.8 0.463 122 7.02 57.7
"1688" "Central African Republic" "2005" 16.5 5.38 1030 57.2 45.2 4.04 6.76 3.33 38.1
"1689" "Chad" "2005" 16.9 7.07 1620 40.7 53.7 10.1 7.95 3.83 21.8
"1690" "Chile" "2005" 0.91 1.98 18600 48.7 77.9 16.2 21.5 12.3 86.8
"1691" "China" "2005" 2.4 1.57 5340 40.9 73 1330 136 11.1 42.5
"1692" "Colombia" "2005" 2.15 2.2 10000 53.9 76.5 42.6 37.6 7.61 76
"1693" "Comoros" "2005" 9.93 5.22 2820 54.8 64.1 0.612 318 5.95 27.9
"1694" "Congo, Dem. Rep." "2005" 13.8 6.71 779 42.1 56.1 54.8 24.9 4.89 37.5
"1695" "Congo, Rep." "2005" 8.61 5.04 4640 47.3 57 3.62 10.8 4.29 61
"1696" "Costa Rica" "2005" 1.05 2.07 14200 47.5 79.4 4.29 84.5 9.49 65.7
"1697" "Cote d'Ivoire" "2005" 12.7 5.42 2690 42.3 53.5 18.4 59.7 3.84 45.2
"1698" "Croatia" "2005" 0.673 1.38 23800 30.6 75.6 4.38 79.2 22.4 54.3
"1699" "Cuba" "2005" 0.715 1.57 5480 42.9 77.7 11.3 105 15.7 76.1
"1700" "Cyprus" "2005" 0.488 1.52 37700 30.3 77.9 1.03 112 14.6 68.3
"1701" "Czech Republic" "2005" 0.436 1.3 30400 26.9 76.4 10.3 133 19.8 73.6
"1702" "Denmark" "2005" 0.483 1.8 51500 25.2 78.3 5.42 128 21.2 85.9
"1703" "Djibouti" "2005" 8.9 3.87 2970 41.5 61.4 0.783 35.8 5.43 76.8
"1704" "Dominican Republic" "2005" 3.67 2.75 10300 50 72.6 9.1 190 7.46 67.4
"1705" "Ecuador" "2005" 2.28 2.79 9500 53.1 73.6 13.8 55.4 7.71 61.7
"1706" "Egypt" "2005" 3.6 3.02 8400 31.7 68.8 75.5 79.4 6.25 43
"1707" "El Salvador" "2005" 2.49 2.53 6900 48.5 73.6 6.05 291 8.68 61.6
"1708" "Equatorial Guinea" "2005" 13.4 5.56 32400 36.2 61.1 0.75 30.8 4.96 57.7
"1709" "Estonia" "2005" 0.71 1.54 26100 33.5 73 1.36 31.2 21.8 68.7
"1710" "Eswatini" "2005" 12.9 3.87 6550 52.2 43.3 1.03 61.7 4.17 22
"1711" "Ethiopia" "2005" 11 5.69 862 30.4 57 76.3 77.5 4.31 15.7
"1712" "Fiji" "2005" 2.3 2.86 10700 39.2 67.1 0.822 47.9 6.06 49.9
